id,word2vec_tree,elmo_tree,glove_tree,bert_tree,elmo_net,bert_net,w2v_net,glove_net,tf_uni,tf_bi,tf_tri,keyword_veracity
1,0.5562963339363555,0.5220464309479276,0.5872373588972482,0.5569404538377726,0.4500898,0.24217471,0.99257207,0.6517798,0.5809221,0.5641729,0.60762656,0.6885245901639344
4,0.6744115468960419,0.5389703780989799,0.6764349939128167,0.6044689967271162,0.2976581,0.23799947,0.999871,0.96633804,0.98687637,0.98230255,0.934687,0.6885245901639344
5,0.7254131364946925,0.5831673242735604,0.6689176474425298,0.6778867112957471,0.8091743,0.65343416,0.96720266,0.9719548,0.7882766999999999,0.8129605,0.7059696,0.6885245901639344
6,0.7585874018666591,0.6505397798377041,0.6569153241581622,0.7678569311294772,0.93095875,0.9010966,0.99999577,0.9342171,0.9824104,0.9830061,0.9538008,0.6885245901639344
7,0.598319948458568,0.5704657408625557,0.5738986633516764,0.5807499119006343,0.4846193,0.7133825,0.9983773,0.6071701999999999,0.53122884,0.4984041,0.55800885,0.6885245901639344
8,0.7158823950617277,0.6529193167412011,0.7560503039227569,0.7915347532736812,0.96759325,0.9536781,0.99999726,0.96977144,0.9846881,0.9927331,0.96016634,0.6885245901639344
10,0.7010836871866275,0.7546742200679032,0.7856612532792362,0.8932992175498043,0.9998453000000002,0.9964509,0.999944,0.99963045,0.9866625,0.9927453000000002,0.95304537,0.6885245901639344
13,0.41860620921074376,0.3473737536902822,0.5678877339680369,0.4494358950962885,0.17394683,0.15844032,0.796966,0.27561486,0.22423089,0.47517756,0.43095076,0.6885245901639344
14,0.6535189446253994,0.509503231354014,0.6482051936654442,0.7395857127911633,0.6344645000000001,0.9221377,0.9980186,0.90621114,0.8467146000000001,0.722284,0.7652621999999999,0.6885245901639344
15,0.5145079797702736,0.5325260217912994,0.5793150813829678,0.4407620739695144,0.4646145,0.70082664,0.99573535,0.75580454,0.581547,0.5794720999999999,0.6628765,0.6885245901639344
16,0.6535838823638482,0.5074013694262302,0.6336442704077004,0.7150158889624365,0.67423093,0.97730374,0.98896897,0.67115563,0.9498106,0.9607806,0.8783889000000001,0.6885245901639344
17,0.3317621710525601,0.6464978655323443,0.4594732384336046,0.4403616966721032,0.9548281,0.35612524,0.5356806,0.55053437,0.28867978,0.36645353,0.38345993,0.6885245901639344
18,0.4636984400893999,0.5160646982715683,0.5807565540752889,0.6660162090504647,0.86538863,0.8404603,0.9865784,0.9197732,0.285841,0.40447265,0.45124114,0.6885245901639344
19,0.6545013550755102,0.5723767314408074,0.6380632192325387,0.6979698134491391,0.6956781,0.90955806,0.9974471,0.83331245,0.9194288,0.95576704,0.82500994,0.6885245901639344
20,0.7054453247092651,0.543942820258807,0.7178045391151056,0.8372365704787775,0.8777385,0.98603225,0.99950707,0.96291834,0.94982076,0.89533085,0.8544469000000001,0.6885245901639344
23,0.2407389717240524,0.2337281328239717,0.2930111256519535,0.20295182101776515,0.0432899,0.13257639999999998,0.025955498,0.18799406,0.09228161,0.18313214,0.18500984,0.6885245901639344
24,0.2365248770334057,0.23174924035686484,0.2275539620442612,0.1608861380465579,0.025905222,0.101451874,0.00012850761,0.010273546,0.05126965,0.119142324,0.13164175,0.6885245901639344
25,0.28181486855429105,0.2420656165945272,0.20240893737962976,0.1868422253948848,0.04127735,0.05985692,2.8280482000000007e-08,0.07894537,0.21045100000000005,0.35467875,0.37523353,0.6885245901639344
26,0.2298314366230081,0.2600054616606428,0.2669656283184074,0.19241236730410466,0.12675074,0.28843927,0.007746040999999999,0.3635246,0.15405431,0.16062936,0.22841316,0.6885245901639344
28,0.3221715996035612,0.22778910986078185,0.2550924604558948,0.1972448040995264,0.048521906,0.083794564,0.0026114583,0.19397753,0.29834303,0.40065852,0.3002951,0.6885245901639344
31,0.2804046239236065,0.2284909726751917,0.29019925513501665,0.16952097926271498,0.0392341,0.05937484,3.646926e-05,0.2413893,0.20965901,0.35710025,0.35271305,0.6885245901639344
32,0.3033029987112045,0.27029419876108923,0.28967207828689456,0.1678484501277505,0.12717679,0.35321420000000003,0.0006425082700000001,0.29807937,0.21130306,0.3613847,0.30047378,0.6885245901639344
33,0.3064435708086081,0.22304671498286432,0.28958978069209795,0.14293902127323904,0.030741036,0.043812305,0.001878351,0.10720834,0.03428468,0.031370312000000004,0.099252224,0.6885245901639344
34,0.2340962180357285,0.21850569976347786,0.2456252045419229,0.2522187220736966,0.03499651,0.010542989,0.00020065904,0.02296266,0.1317549,0.25249547,0.17316318,0.6885245901639344
36,0.2678587750733144,0.2299256601284317,0.2745998345646837,0.20567460782806685,0.041390717,0.04976359,1.6541679e-05,0.09059042,0.21050909,0.40065852,0.41247642,0.6885245901639344
37,0.2702214868802553,0.2339467177257207,0.26100215266686033,0.11553389836106714,0.037875116,0.061695486,0.037787586,0.1507082,0.11223139999999998,0.19298673,0.1867604,0.6885245901639344
38,0.2761154216576585,0.247990317837672,0.3221673168239363,0.21980771019188355,0.07890683400000001,0.08967209,0.068308085,0.34031993,0.26110473,0.5280924,0.34775159999999994,0.6885245901639344
39,0.20070039307537613,0.2319226815961312,0.2146989991040534,0.12912952826263985,0.02080661,0.0041224957,2.7326329e-05,0.014098376,0.024327844,0.09635469,0.06920555,0.6885245901639344
40,0.3042159286714726,0.2294248760856412,0.2899180522485782,0.112157190802086,0.03756073,0.016235292,1.4760036000000001e-10,0.1003789,0.21050909,0.40065852,0.41247642,0.6885245901639344
41,0.234830361429422,0.22715367490964306,0.21264885070698947,0.1596247515381477,0.024075449,0.019413054,0.0012611747,0.024107397000000003,0.065303296,0.084418625,0.07846534,0.6885245901639344
44,0.4032280356088019,0.23047873461405305,0.28976147384634504,0.22197133467059307,0.046348155,0.01453045,0.026628226,0.25893158,0.21050906,0.40065855,0.39004728,0.6885245901639344
