,0
0,0.20090792404888233
1,0.34002401730977416
2,0.42802549700260006
3,0.5409142764691605
4,0.2881295475959694
5,0.3396769721717192
6,0.7209771543346768
7,0.4893035343159103
8,0.08851390192840047
9,0.17342492933925885
10,1.004301623702377
11,0.2949090590334952
12,0.05823036104901491
13,0.12629666801448447
14,0.4564069146687328
15,1.0168696108139033
16,0.6166675501897669
17,0.47033575880529077
18,0.4332019824191819
19,0.2640809713882575
20,0.30748502891984675
21,0.6365439690211877
22,0.6104212554952821
23,0.4013903174060904
24,0.32021827635418565
25,0.5558776697499201
26,0.44410225425838207
27,0.1671852026511051
28,0.7232558955973577
29,0.28592025709362034
30,0.9173701768501203
31,0.08753923107762512
32,0.22907121538889
33,0.5507701065927931
34,0.31614648961411745
35,-0.02455678116564808
36,0.18300879967736972
37,0.5271802795593197
38,0.24320900092530448
39,0.9235201689992762
40,0.3343677098312574
41,0.5103566922709074
42,0.3058855788961188
43,0.566521832244718
44,0.3658307386266926
45,0.6104212554952821
46,0.5992295508542395
47,0.4005077682074288
48,0.7184912243734864
49,0.2789158555627689
50,0.6371222787660284
51,0.3729339344027148
52,0.7162480151323487
53,0.2284740497809719
54,0.7423995448584901
55,0.11339720413469562
56,0.984589197289159
57,0.19877655849527626
58,0.3042119531585191
59,0.37543436361053184
60,0.24869302191931336
61,0.653122176815591
62,0.124568561156497
63,0.5216529547948601
64,0.17004634231442411
65,0.6285029960409918
66,0.3000829446665671
67,0.36038804152155357
68,1.034556187457778
69,0.5105350717853974
70,0.09789572865182761
71,0.7974627629245243
72,0.46904508970582165
73,1.0107638200482234
74,0.4513613388382602
75,0.5672724480423907
76,0.20178891090748483
77,-0.03734470106166676
78,0.3972951564618601
79,0.36990469722925523
80,0.43101359094959196
81,0.1664941547017863
82,0.6779421814117101
83,0.2982085466403197
84,0.3224250450073095
85,0.44698885212935796
86,0.47437224571623315
87,1.014244720634312
88,0.26281795136668706
89,0.15111997367289848
90,0.37253742741198903
91,0.2925176965363715
92,0.4249834002764936
93,0.6999082703883575
94,0.27762162528647205
95,0.8193383761721247
96,0.49486154002355975
97,0.6173856271115727
98,0.43246701287288064
99,0.30433724384915145
100,0.4740959729375116
101,0.48847224596978955
102,0.1550944844234337
103,0.49037055190348366
104,0.4904810959734429
105,0.8992582573060452
106,0.6166675501897669
107,0.3058386909544119
108,0.6039272979435082
109,0.5815648674606545
110,0.720241455205867
111,0.21742439207853434
112,0.18985233722310993
113,0.057006693073404
114,0.1921545486894145
115,0.2075031265661615
116,0.5163735736939588
117,0.4149883886000692
118,0.6990891543474964
119,0.5177269795445361
120,0.7272666368794557
121,0.5632443489434581
122,0.26494649486115585
123,0.07822971812221124
124,0.5682685834953435
125,0.5380004178951003
126,0.6365439690211877
127,0.6300124268817046
128,0.06592535925069765
129,0.4738806923673193
130,0.4970608178767937
131,0.059120063656492194
132,0.29217291234335396
133,0.16230637384718738
134,0.4708801504671932
135,0.2640809713882575
136,0.655028195297212
137,0.10102817493337773
138,0.057761610555870924
139,0.5703470063502571
140,0.6031381893853529
141,0.29196183465226244
142,0.20489736862676441
143,0.6002377341817997
144,0.28899360062645146
145,0.8075134660227373
146,0.6999082703883575
147,0.31441382370395177
148,0.3868875660795702
149,-0.03094952507499371
150,0.7114523601616091
151,0.5793364066459866
152,0.6716608642255576
153,0.4864380006280799
154,0.6517154530453011
155,0.517817922080193
156,0.22791193641641938
157,0.3729339344027148
158,0.1526526887286887
159,0.6618874334415216
160,0.5584939268744981
161,0.9403350180903991
162,0.4864697204453454
163,0.5778401116847396
164,0.7078215007660256
165,0.5395382685479382
166,0.5019064889040291
167,0.09346971301737261
168,1.0107638200482234
169,0.5500770316785744
170,0.46676322030522416
171,0.5490575654573039
172,1.0447805714291918
173,0.2351923724030271
174,0.9773643929496265
175,0.16961859960791392
176,0.529438056825937
177,1.0107638200482234
178,0.32491594059709106
179,0.3275041436711591
180,0.612662187712556
181,0.12532908620267186
182,0.5136155489470575
183,0.5829464441860553
184,0.12978382134087468
185,0.20090792404888233
186,0.21386096419026387
