,word2vec_score
0,0.5303723036793768
1,0.7980465059754078
2,0.7128818499488568
3,0.8561678926003949
4,0.6032740200459331
5,0.8205850878872868
6,0.8130590717221114
7,0.6693919982595241
8,0.7708978179189623
9,0.6392936957757496
10,0.7588141846593054
11,0.6469923936960815
12,0.6944949053845575
13,0.6800539498804804
14,0.7849270346774773
15,0.21052792276903665
16,0.13728219284626766
17,0.1811850498607342
18,0.2573803782440294
19,0.2321465276961542
20,0.15165164926889912
21,0.19337636553771728
22,0.20092656353198382
23,0.1566721208666974
24,0.2321465276961542
25,0.1840824950753051
26,0.361630130734092
27,0.15126276620831342
28,0.2321465276961542
29,0.11681214266481592
30,0.2335741246443011
31,0.658537140142676
32,0.31380428671528515
33,0.6869522672952947
34,0.3065355985403487
35,0.3175771538203533
36,0.14601946270348504
37,0.6876561734403956
38,0.7028857774398196
39,0.3045913053173181
40,0.18961521805362683
41,0.32883254683599994
42,0.2141267075090718
43,0.2254388261046767
44,0.35496319855099356
45,0.17897830812652288
46,0.9204221775983518
47,0.18092149952095807
48,0.18961521805362683
49,0.1484766677573559
50,0.6815367534224166
51,0.6519512331271509
52,0.31362879234528246
53,0.7745740184788599
54,0.2801052892734886
55,0.7230005576913788
56,0.7262599914068938
57,0.21016004009756933
58,0.21652720372649076
59,0.9022790001957761
60,0.1518232612935067
61,0.3133601304806279
62,0.3104297536546215
63,0.7093023932431233
64,0.20545752291737274
65,0.6782549693611117
66,0.2858017539970074
67,0.19370226470184332
68,0.5310622832769919
69,0.7187529113033744
70,0.16693667037708587
71,0.3421935415889692
72,0.7149446630109872
73,0.6635857376867687
74,0.8170819090528607
75,0.3676127126919567
76,0.1384012826645466
77,0.7416598876947765
78,0.8477139900173919
79,0.6469417562614628
80,0.25261369468579586
81,0.551667330439032
82,0.24036082328914293
83,0.6327465120143451
84,0.7216971191517803
85,0.7818733891787089
86,0.8119493158854173
87,0.6156647530307522
88,0.6144833712463791
89,0.8286290705473396
90,0.35037706882034964
91,0.7525294929461758
92,0.8070212592018491
93,0.8245663533256931
94,0.6650352863373449
95,0.6707580570934859
96,0.34313788254152466
97,0.7554777092190536
98,0.3851923560567482
99,0.4756520756877859
100,0.8291704821243723
101,0.2826359547821785
102,0.23434975016433363
103,0.22305142548078088
104,0.16029086314213076
105,0.18418803343689805
106,0.16029086314213076
107,0.2399437946012961
108,0.27430066601278297
109,0.18399856938142423
110,0.25910776257312673
111,0.2076031257170044
112,0.16573490304987903
113,0.2542119243864113
114,0.19387940960442532
115,0.16029086314213076
116,0.17986126954767573
117,0.30909936984512365
118,0.19177985170717637
119,0.19177985170717637
120,0.19177236832386757
121,0.441988733839601
122,0.20175397932844535
123,0.3305582023429062
124,0.2496781893065941
125,0.18948892007884335
126,0.1370058755949714
127,0.1861559021117234
128,0.11537259273004619
129,0.2181616807277898
130,0.14648593673767332
131,0.2085437882869023
132,0.134425268780532
133,0.35922838982884964
134,0.16913444244186682
135,0.2171866480902141
136,0.8739869639653544
137,0.7523641119827028
138,0.3811895587182661
139,0.8657598347928832
140,0.44340775892070533
141,0.7492387140173253
142,0.7339832368909117
143,0.8103324330005431
144,0.9088703856406918
145,0.7797447816177938
146,0.8706345914467534
147,0.8528028118824833
148,0.7269458020347201
149,0.2996637276505813
150,0.4919588261873785
151,0.9081459479416013
152,0.7390449987661347
153,0.8376071797108355
154,0.8376071797108355
155,0.7952288246483261
156,0.9381113856479579
157,0.6949910605798955
158,0.8478705538403266
159,0.8595204285058002
160,0.6269334220530612
161,0.5599096413685715
162,0.7251855856077765
163,0.516853997827382
164,0.8528028118824833
165,0.7791339466963012
166,0.4980976056495612
167,0.38962076627651615
168,0.7774293820356566
169,0.6554487832288503
170,0.871249566028389
171,0.5407926947932014
172,0.8736789256748321
173,0.812210492583777
174,0.9211781059529031
175,0.38499297306770985
176,0.6575249791664779
177,0.8883312208617429
178,0.16751574843286415
179,0.19454815621237787
180,0.5401593964160571
181,0.28078200259720226
182,0.8927019015849689
183,0.9204604384464037
184,0.23201056506855763
185,0.212806740705284
186,0.2055303993812637
187,0.8891581144171177
188,0.37305234881202043
189,0.35256888236539113
190,0.8993900834835855
191,0.9056740821509142
192,0.16751574843286415
193,0.2844518349360648
194,0.36652760396688516
195,0.6719105235074896
196,0.9112265238528157
197,0.9311545067321483
198,0.24724249123622583
199,0.3222107913512513
200,0.32449116445162335
201,0.9010713573110387
202,0.8852137562121616
203,0.8971008592570314
204,0.8882781992547883
205,0.41193809641344536
206,0.3414816052012617
207,0.8964021762473653
208,0.32196864402516084
209,0.17889215250058138
210,0.22377370858203163
211,0.20717499844206516
212,0.31748209061727417
213,0.2247847574236867
214,0.4389310969727127
215,0.2923283759974324
216,0.19970699849467727
217,0.09009801379822564
218,0.7437948177392187
219,0.21058538210287653
220,0.7029800718629027
221,0.390035499855024
222,0.1678457158192097
223,0.2673984452240605
224,0.40517965994999106
225,0.4765745274020515
226,0.1295074932852124
227,0.6208668866664949
228,0.19970699849467727
229,0.1360286549259467
230,0.5526944754053871
231,0.19197456792354245
232,0.19472450209770753
233,0.17991832869937477
234,0.5399217683930914
235,0.23650284860233142
236,0.2734407450382822
237,0.153395487268057
238,0.7284325368061481
239,0.5836927722277198
240,0.1556045412666232
241,0.1310256375163354
242,0.24032127730263939
243,0.6305055472281711
244,0.31623391795003786
245,0.34110314716456347
246,0.506629777961065
247,0.5719115650679147
248,0.3229881304375316
249,0.6734280279768442
250,0.3686225239327908
251,0.705059826588502
252,0.25954880336867064
253,0.655431332468396
254,0.26399936584198735
255,0.3185346700980134
256,0.6704293936732202
257,0.26612353187602283
258,0.3341539236078902
259,0.4202093816229503
260,0.30497991353183657
261,0.2102314301216003
262,0.26612353187602283
263,0.2377610974102688
264,0.5962890327923155
265,0.37717547478566643
266,0.41870135460613334
267,0.1393275708445206
268,0.14864589011820276
269,0.5412669065484218
270,0.3337536881016012
271,0.6079277916522143
272,0.22697729345814532
273,0.43573493546534925
274,0.19023804474809075
275,0.18406822538880813
276,0.2164115311927744
277,0.5176767046667485
278,0.11538714597862443
279,0.20290224115012526
280,0.18020945197525476
281,0.4559107948994593
282,0.16891442136290555
283,0.2164115311927744
284,0.20094156539699587
285,0.5974619757475863
286,0.23611597732443448
287,0.2286209596622883
288,0.17309138107020144
289,0.19324685848750695
290,0.36397886790132905
291,0.19604608710224053
292,0.18559370098057917
293,0.18329264901324915
294,0.6316129525914692
295,0.14108553300775944
296,0.2047794589882527
297,0.1730316287426918
298,0.22750245703870195
299,0.7227293890924734
300,0.5266015814346833
301,0.271452827770107
302,0.2077943649712032
303,0.1778833583219587
304,0.19177141632493236
305,0.19177141632493236
306,0.1450692727898951
307,0.16346632888517848
308,0.17558506662943232
309,0.18758064894060056
310,0.23739950931001275
311,0.17724614799009963
312,0.11256796613464241
313,0.31515475759682576
314,0.18895057463799814
315,0.15605788370970847
316,0.42814974580115284
317,0.5782586243118931
318,0.1391323620782353
319,0.19177141632493236
320,0.3334527275771731
321,0.6417361704559511
322,0.17271999328887108
323,0.17981606266162328
324,0.23376587313172625
325,0.7161417711096557
326,0.26468990146571897
327,0.1747010186714372
328,0.16266404914655608
329,0.2049979887931915
330,0.29194068106703197
331,0.3892282099809066
332,0.28113373120623086
333,0.29245854584706976
334,0.3000098736048181
335,0.24604621036837396
336,0.2667533425437452
337,0.35093581558452924
338,0.12846684425820765
339,0.2145207922523583
340,0.2583360277405088
341,0.3501865683393396
342,0.6745782943487685
343,0.1677696643456227
344,0.1405215551614245
345,0.1681038574964616
346,0.12587272090736296
347,0.2549145463808473
348,0.2661780032376951
349,0.14495057745041479
350,0.14495057745041479
351,0.2549145463808473
352,0.2133681995557164
353,0.398766670448705
354,0.6618070590779401
355,0.2235952613981813
356,0.24142417937985736
357,0.21471709826680047
358,0.2549145463808473
359,0.2581957461209199
360,0.2549145463808473
361,0.6797366307519794
362,0.3688842210525222
363,0.2537238106477083
364,0.12587272090736296
365,0.2549145463808473
366,0.1841752274814827
367,0.22540550558953823
368,0.40340024529997487
369,0.2884133312063188
370,0.12587272090736296
371,0.14495057745041479
372,0.12587272090736296
373,0.14495057745041479
374,0.34342110821197636
375,0.7465964107009927
376,0.3148639271486485
377,0.32537074767157576
378,0.2549145463808473
379,0.22412333758887568
380,0.5107033294522726
381,0.6395882425980682
382,0.7319708879632492
383,0.2505097119661455
384,0.6410608458485088
385,0.7905069482223513
386,0.784601399618671
387,0.784601399618671
388,0.3441057328517151
389,0.25011679250046337
390,0.19401596499483864
391,0.8741143306078522
392,0.6834482390634711
393,0.7984652108008478
394,0.8385132562273325
395,0.7524687631747213
396,0.4537138675919426
397,0.640563940496718
398,0.8257353921883501
399,0.8464513846058386
400,0.4427321978780906
401,0.33382929528216254
402,0.7496128755884349
403,0.6641547237326593
404,0.2630317063876296
405,0.23309325800861438
406,0.784601399618671
407,0.4427321978780906
408,0.8843350810469495
409,0.6288031583190528
410,0.8817984544707524
411,0.8843350810469495
412,0.5726698665078062
413,0.19456822984976424
414,0.7988167289584229
415,0.20805842749360143
416,0.7572234086067825
417,0.8843350810469495
418,0.22641676514405532
419,0.13630936532875002
420,0.33288767209465614
421,0.3443216247279084
422,0.09445068005734161
423,0.14957302615915008
424,0.6164765538284478
425,0.34481594946603583
426,0.10285616228198605
427,0.36085469094290523
428,0.2045018286565219
429,0.2905356030469268
430,0.47388190760821736
431,0.099248532504979
432,0.23425443694093237
433,0.14776496424822413
434,0.8429786101313139
435,0.12053092411817057
436,0.1739828995506294
437,0.6209440696918782
438,0.267774720129505
439,0.23014675085175482
440,0.16097430975932775
441,0.25078292325592366
442,0.17774578063967986
443,0.2820150237936411
444,0.3646303471625719
445,0.5773276102949365
446,0.5878223837707257
447,0.16339316672251888
448,0.683510544693061
449,0.7518681481217657
450,0.23859042138309458
451,0.6801020798480681
452,0.7902949990109803
453,0.18830348810103817
