,0
0,0.3215283
1,0.6942102
2,0.032788645
3,0.12817207
4,0.8663528
5,0.3640475
6,0.9783214
7,0.9127254
8,0.67343897
9,0.98418844
10,0.33816907
11,0.33341262
12,0.2987263
13,0.82653826
14,0.058045864
15,0.7623921
16,0.05453897
17,0.3339387
18,0.7082012
19,0.05387854
20,0.47798172
21,0.68405163
22,0.35100943
23,0.9366285
24,0.93098366
25,0.10147265
26,0.11969786
27,0.16609953
28,0.065522745
29,0.123102784
30,0.04195646
31,0.96813846
32,0.5211912
33,0.10766492
34,0.94826025
35,0.040544495
36,0.28219235
37,0.947956
38,0.992078
39,0.8350161
40,0.1666659
41,0.41738504
42,0.66945076
43,0.1541012
44,0.71929103
45,0.5009771
46,0.2980463
47,0.109101765
48,0.75791216
49,0.33734697
50,0.3360316
51,0.33048743
52,0.67767227
53,0.97372955
54,0.11264995
55,0.97225666
56,0.016884714
57,0.17876801
58,0.7713786
59,0.05815184
60,0.5446446
61,0.8113628
62,0.26769993
63,0.99100655
64,0.5011104
65,0.1305046
66,0.6725013
67,0.08203631
68,0.29227003
69,0.42218763
70,0.5124025
71,0.14571923
72,0.20645405
73,0.073965564
74,0.2548109
75,0.105826154
76,0.20672742
77,0.13228144
78,0.040695783
79,0.98619694
80,0.48738095
81,0.184256
82,0.9630418
83,0.16022396
84,0.1935334
85,0.8815722
86,0.2029966
87,0.26403922
88,0.3343373
89,0.07902621
90,0.4554528
91,0.23592463
92,0.24922572
93,0.9761822
94,0.4002032
95,0.86447746
96,0.029061014
97,0.792847
98,0.1287408
99,0.4729905
100,0.85726964
101,0.42804077
102,0.24778047
103,0.7781942
104,0.093879916
105,0.047442637
106,0.9584355
107,0.27289653
108,0.16133402
109,0.74739236
110,0.11030283
111,0.76629007
112,0.64635307
113,0.10734995
114,0.29242247
115,0.33839142
116,0.22437473
117,0.055648666
118,0.494811
119,0.5258767
120,0.9162604
121,0.9712204
122,0.05888701
123,0.13558793
124,0.6630295
125,0.65959334
126,0.95566034
127,0.76128924
128,0.08420042
129,0.5198584
130,0.89024633
131,0.4773745
132,0.8996109
133,0.3207226
134,0.13585837
135,0.23043884
136,0.98788595
137,0.025790326
138,0.20520672
139,0.94038725
140,0.9334444
141,0.04618914
142,0.29944468
143,0.27832392
144,0.3500139
145,0.033119615
146,0.27830997
147,0.05852821
148,0.24586895
149,0.9552331
150,0.9827481
151,0.58242774
152,0.8100827
153,0.049753595
154,0.09227473
155,0.5308385
156,0.2111887
157,0.59236944
158,0.1328764
159,0.82721287
160,0.24937814
161,0.29472637
162,0.26446697
163,0.9204356
164,0.20381421
165,0.3193853
166,0.24158171
167,0.039727215
168,0.080320016
169,0.75716686
170,0.597996
171,0.42277458
172,0.9795639
173,0.0966028
174,0.099783204
175,0.11863644
176,0.0674676
177,0.2007744
178,0.102905475
179,0.7187313
180,0.8372946
181,0.7160988
182,0.2653333
183,0.08544982
184,0.5450178
185,0.07496029
186,0.5680778
187,0.85254866
188,0.75979984
189,0.9911912
190,0.44713324
191,0.9630418
192,0.96821177
193,0.10263568
194,0.15088263
195,0.07996814
196,0.9831313
197,0.4823776
198,0.98223704
199,0.07089412
200,0.7151718
201,0.11983846
202,0.44927594
203,0.47479212
204,0.15575299
205,0.7526885
206,0.34923106
207,0.122949235
208,0.9358536
209,0.3017092
210,0.43600735
211,0.73920345
212,0.06259473
213,0.61364067
214,0.068032086
215,0.95026696
216,0.058750685
217,0.05540099
218,0.27686232
219,0.39432016
220,0.9570513
221,0.070483506
222,0.16080163
223,0.15132615
224,0.08983832
225,0.8422721
226,0.052970935
227,0.11370474
228,0.6657171
229,0.06576305
230,0.3164394
231,0.73753154
232,0.25222307
233,0.6949181
234,0.099269085
235,0.061208
236,0.61438775
237,0.3375806
238,0.5241224
239,0.25907272
240,0.22153151
241,0.15575798
242,0.7310888
243,0.07936815
244,0.27950057
245,0.10741247
246,0.06672617
247,0.7629686
248,0.98705614
249,0.50531167
250,0.95319575
251,0.4647981
252,0.078257285
253,0.2530152
254,0.30657032
255,0.750517
256,0.08252983
257,0.32813615
258,0.3434719
259,0.16191864
260,0.39171156
261,0.21029258
262,0.09705767
263,0.46952736
264,0.25552103
265,0.91250926
266,0.097354084
267,0.844201
268,0.13491726
269,0.06406262
270,0.8275294
271,0.15621433
272,0.3468227
273,0.4019392
274,0.9852786
275,0.31492734
276,0.9125435
277,0.5460313
278,0.27007735
279,0.85528606
280,0.108476564
281,0.18822949
282,0.342134
283,0.9396599
284,0.42717597
285,0.34566742
286,0.19530067
287,0.3781814
288,0.8822197
289,0.07609863
290,0.19750085
291,0.9835813
292,0.09178065
293,0.082533576
294,0.9795639
295,0.2073391
296,0.71277845
297,0.10677529
298,0.30995324
299,0.96273935
300,0.6544556
301,0.13620524
302,0.10953586
303,0.7749836
304,0.9851127
305,0.2011985
306,0.6067242
307,0.795455
308,0.7195848
309,0.98289984
310,0.95829576
311,0.08435309
312,0.19039842
313,0.11785153
314,0.089622684
315,0.30272844
316,0.042571522
317,0.1605285
318,0.23118074
319,0.90255654
320,0.40802908
321,0.13994443
322,0.27877396
323,0.20197001
324,0.50845087
325,0.5427766
326,0.81259656
327,0.06361965
328,0.61592925
329,0.33173007
330,0.4271336
331,0.08480932
332,0.11177247
333,0.8207069
334,0.09619201
335,0.09783972
336,0.94401366
337,0.99249744
338,0.78629583
339,0.46337223
340,0.056592606
341,0.12245723
342,0.32298285
343,0.13947676
344,0.13455762
345,0.23939858
346,0.09677353
347,0.9783214
348,0.98756623
349,0.7329993
350,0.24619581
351,0.37319842
352,0.8202122
353,0.07536436
354,0.7092307
355,0.18692847
356,0.95528674
357,0.04195646
358,0.10721237
359,0.034955487
360,0.22887006
361,0.7391069
362,0.40732396
363,0.06561767
364,0.16636524
365,0.21509697
366,0.043365985
367,0.65282255
368,0.55786395
369,0.026670806
370,0.09257998
371,0.3434434
372,0.9783214
373,0.36587524
374,0.2932957
375,0.99249744
376,0.41836995
377,0.41148406
378,0.5679703
379,0.33570772
380,0.10019796
381,0.3892346
382,0.7787964
383,0.92958486
384,0.3977755
385,0.19758567
386,0.1890751
387,0.90294003
388,0.39040264
389,0.29595265
390,0.27442822
391,0.13326968
392,0.634133
393,0.20784394
394,0.016884714
395,0.5923509
396,0.3697218
397,0.13309564
398,0.34760684
399,0.10519213
400,0.2939041
401,0.8922806
402,0.39344493
403,0.7667537
404,0.09031411
405,0.8884051
406,0.797949
407,0.41956356
