,glove_score
0,0.5872373588972482
1,0.6764349939128167
2,0.6689176474425298
3,0.6569153241581622
4,0.5738986633516764
5,0.7560503039227569
6,0.7856612532792362
7,0.5678877339680369
8,0.6482051936654442
9,0.5793150813829678
10,0.6336442704077004
11,0.4594732384336046
12,0.5807565540752889
13,0.6380632192325387
14,0.7178045391151056
15,0.2930111256519535
16,0.22755396204426118
17,0.20240893737962978
18,0.2669656283184074
19,0.2550924604558948
20,0.29019925513501665
21,0.28967207828689456
22,0.28958978069209795
23,0.24562520454192294
24,0.27459983456468373
25,0.26100215266686033
26,0.3221673168239363
27,0.2146989991040534
28,0.2899180522485782
29,0.21264885070698947
30,0.28976147384634504
31,0.5169923087723675
32,0.3094083577024341
33,0.6068345303934495
34,0.34378080167734487
35,0.288460215693165
36,0.26805336145595726
37,0.5964775824506752
38,0.6776473699610905
39,0.3838143916319513
40,0.2514028063098363
41,0.29613264737999184
42,0.2850763882892428
43,0.31305112208095087
44,0.3026451925954485
45,0.2599279077043833
46,0.7779483308516618
47,0.2932551974950189
48,0.2514028063098363
49,0.22026996631065582
50,0.6464327206098067
51,0.5473743259762339
52,0.3930025169447593
53,0.7034624811799313
54,0.22738492610613248
55,0.5902702189820858
56,0.6280410698997614
57,0.23209092624136307
58,0.25541920146380637
59,0.7420434710111754
60,0.230882760016623
61,0.382123380235675
62,0.3854411321038113
63,0.6742390390222861
64,0.4199786584027545
65,0.5704255053597496
66,0.2306096555196337
67,0.2609827056411985
68,0.6287458037639477
69,0.6461677159779177
70,0.3085643501916191
71,0.44458909297867966
72,0.7181312916084439
73,0.5440132179075764
74,0.7015489704328528
75,0.39093268027793526
76,0.35550023192755154
77,0.704024451665665
78,0.658305497833986
79,0.48946634393960275
80,0.24529358015066638
81,0.33494422959024683
82,0.24032479435352588
83,0.6295581190757766
84,0.7328866174034907
85,0.6722756118775622
86,0.6916230795089805
87,0.5026579902933972
88,0.5458658778906553
89,0.7085027543421696
90,0.3417346771111441
91,0.6512569167967205
92,0.6677180715410276
93,0.5540388286958983
94,0.6987368053253711
95,0.5050184281921484
96,0.34280219475843626
97,0.6742591009786537
98,0.3417346771111441
99,0.43381891145159157
100,0.7963227347226001
101,0.41981452138216174
102,0.25770050440301423
103,0.3671204607642472
104,0.20647496053104314
105,0.390625677749947
106,0.20647496053104314
107,0.27716070335304555
108,0.24248615639562385
109,0.2837960510225753
110,0.3789505774387543
111,0.2312230028852312
112,0.25020375317260163
113,0.28317278904959337
114,0.20647496053104314
115,0.20647496053104314
116,0.20647496053104314
117,0.3076833192056857
118,0.20647496053104314
119,0.20647496053104314
120,0.23869766529884565
121,0.3633938889007499
122,0.29400858085046344
123,0.20642260081360436
124,0.37951399982043055
125,0.2069820470180243
126,0.20942890911467807
127,0.27112519242655264
128,0.25457411772684374
129,0.24918882016442412
130,0.22181787554368343
131,0.28317278904959337
132,0.2591676355228727
133,0.2938902992613923
134,0.34892212049309884
135,0.228159929280825
136,0.7651292069014045
137,0.5501950266891829
138,0.40695132262147515
139,0.7691600838671924
140,0.33136529943136034
141,0.6743032113055568
142,0.5128090608953587
143,0.7213383038715669
144,0.7494884300433271
145,0.7213383038715669
146,0.7276599038718181
147,0.736091384517455
148,0.6739664947271511
149,0.27117429187343645
150,0.41238107705756066
151,0.7254402587037244
152,0.5245248072270108
153,0.7213383038715669
154,0.7213383038715669
155,0.7195404809782528
156,0.7507024587012928
157,0.6106446048994799
158,0.7093596889836042
159,0.7691600838671924
160,0.32566850072158926
161,0.5081268312353224
162,0.5884030951329903
163,0.38682322351184845
164,0.736091384517455
165,0.5989806947330922
166,0.27856102452623305
167,0.5224066830439549
168,0.6576303239796829
169,0.7234275468793937
170,0.5604281691471777
171,0.481033022294163
172,0.776828872092747
173,0.675567167170595
174,0.7765940124350411
175,0.32838922729965914
176,0.6414704756513903
177,0.776828872092747
178,0.24711702021884857
179,0.3372825968257823
180,0.4555331787974466
181,0.22428062995901105
182,0.7764613610489289
183,0.776828872092747
184,0.31823658106812713
185,0.2115681177702519
186,0.24711702021884857
187,0.7651993969226554
188,0.3160349583960974
189,0.4371062544520825
190,0.776828872092747
191,0.776828872092747
192,0.24711702021884857
193,0.24711702021884857
194,0.2183030319058057
195,0.3200043116382695
196,0.7765940124350411
197,0.776828872092747
198,0.30521495338732785
199,0.2737413201049452
200,0.36084442680956663
201,0.776828872092747
202,0.776828872092747
203,0.7749964388655628
204,0.7749964388655628
205,0.3380215495203382
206,0.3277162486719781
207,0.776828872092747
208,0.24973769957311162
209,0.23999956507323184
210,0.24899666041209034
211,0.29966728587713554
212,0.28527711702395825
213,0.28163312614415437
214,0.45045783832537445
215,0.30359958161753287
216,0.22716159307300438
217,0.23590121298957517
218,0.7008464061760549
219,0.23783888197482544
220,0.7008464061760549
221,0.2830075575913125
222,0.2420618656180012
223,0.4480869374459985
224,0.32987205484975335
225,0.4538192532961006
226,0.2952342156807991
227,0.5418845297933965
228,0.22703435987325493
